frame.time_epoch	frame.len	eth.src	eth.dst	vlan.id	ip.src	ip.dst	ip.proto	ip.id	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport
1748274885.218231	930	00:11:22:33:08:05	00:11:22:33:09:01	20	10.0.2.1	10.0.2.3	6	56090	54664.0	207.0		
1748274885.794243	1098	00:11:22:33:01:06	00:11:22:33:08:05	20	10.0.2.5	10.0.2.3	1	22361				
1748274886.370254	923	00:11:22:33:06:04	00:11:22:33:03:03	10	10.0.2.3	10.0.2.1	1	51942				
1748274886.946266	623	00:11:22:33:09:00	00:11:22:33:03:08	10	10.0.1.254	10.0.2.2	17	54268			46175.0	900.0
1748274887.522277	544	00:11:22:33:01:03	00:11:22:33:01:07	20	10.0.1.2	10.0.1.1	17	40342			7398.0	749.0
1748274888.098289	1254	00:11:22:33:07:00	00:11:22:33:01:09	20	10.0.2.2	10.0.2.5	1	53788				
1748274888.674301	1119	00:11:22:33:09:01	00:11:22:33:04:03	10	10.0.2.2	10.0.2.5	6	55820	63647.0	839.0		
1748274889.250312	1326	00:11:22:33:03:02	00:11:22:33:00:06	10	10.0.2.4	10.0.2.3	1	52309				
1748274889.826324	741	00:11:22:33:09:04	00:11:22:33:05:06	20	10.0.1.254	10.0.1.1	1	64044				
1748274890.402335	1072	00:11:22:33:00:09	00:11:22:33:08:08	10	10.0.1.254	10.0.1.1	6	2693	30491.0	28.0		
1748274890.978347	1423	00:11:22:33:07:04	00:11:22:33:07:00	10	10.0.2.4	10.0.2.2	1	48925				
1748274891.554358	1414	00:11:22:33:03:09	00:11:22:33:04:06	10	10.0.2.3	10.0.2.2	17	18047			27129.0	1015.0
1748274892.13037	1431	00:11:22:33:03:01	00:11:22:33:08:05	10	10.0.2.3	10.0.2.5	6	21976	45286.0	190.0		
1748274892.706381	1308	00:11:22:33:07:09	00:11:22:33:09:05	10	10.0.2.1	10.0.2.2	1	30080				
1748274893.282393	1460	00:11:22:33:05:02	00:11:22:33:00:03	10	10.0.2.3	10.0.2.4	17	1306			62397.0	633.0
1748274893.858404	687	00:11:22:33:09:04	00:11:22:33:03:01	20	10.0.1.3	10.0.1.1	6	62412	56040.0	259.0		
1748274894.434416	1442	00:11:22:33:00:04	00:11:22:33:06:00	10	10.0.2.1	10.0.2.4	6	58053	22983.0	411.0		
1748274895.010427	708	00:11:22:33:03:09	00:11:22:33:02:09	10	10.0.1.1	10.0.1.2	6	53565	4772.0	225.0		
1748274895.586439	1317	00:11:22:33:04:02	00:11:22:33:03:05	10	10.0.2.2	10.0.2.3	17	62123			1687.0	975.0
1748274896.16245	1196	00:11:22:33:07:06	00:11:22:33:05:05	20	10.0.2.3	10.0.2.4	17	51005			47600.0	442.0
1748274896.738462	623	00:11:22:33:06:05	00:11:22:33:01:04	20	10.0.2.254	10.0.2.1	6	17675	53757.0	807.0		
1748274897.314473	1469	00:11:22:33:00:05	00:11:22:33:09:00	20	10.0.1.1	10.0.1.2	6	23938	24688.0	613.0		
1748274897.890485	1011	00:11:22:33:05:05	00:11:22:33:00:08	20	10.0.2.254	10.0.2.3	17	27728			50874.0	113.0
1748274898.466496	61	00:11:22:33:01:05	00:11:22:33:09:02	20	10.0.1.254	10.0.2.2	17	37505			48347.0	566.0
1748274899.042508	914	00:11:22:33:05:02	00:11:22:33:04:01	20	10.0.2.2	10.0.2.5	1	24548				
1748274899.618519	444	00:11:22:33:05:01	00:11:22:33:07:00	10	10.0.2.2	10.0.2.3	1	60818				
1748274900.194531	1213	00:11:22:33:05:05	00:11:22:33:07:04	20	10.0.2.5	10.0.2.4	6	21556	51883.0	730.0		
1748274900.770542	1499	00:11:22:33:08:06	00:11:22:33:02:07	20	10.0.1.3	10.0.1.1	6	63734	5955.0	439.0		
1748274901.346554	1267	00:11:22:33:08:06	00:11:22:33:03:09	10	10.0.2.1	10.0.2.2	1	53370				
1748274901.922565	460	00:11:22:33:00:05	00:11:22:33:03:01	20	10.0.2.254	10.0.1.2	6	25342	38181.0	280.0		
1748274902.498577	1041	00:11:22:33:09:09	00:11:22:33:05:04	10	10.0.1.3	10.0.1.254	1	34698				
1748274903.074589	811	00:11:22:33:07:01	00:11:22:33:03:01	10	10.0.2.5	10.0.2.2	6	22671	26208.0	201.0		
1748274903.6506	246	00:11:22:33:09:02	00:11:22:33:06:04	20	10.0.1.254	10.0.2.5	1	44357				
1748274904.226612	1432	00:11:22:33:08:01	00:11:22:33:03:05	20	10.0.2.1	10.0.2.3	6	26370	50835.0	764.0		
1748274904.802623	1014	00:11:22:33:00:09	00:11:22:33:09:01	20	10.0.2.1	10.0.2.3	6	47011	7570.0	346.0		
1748274905.378635	206	00:11:22:33:04:00	00:11:22:33:06:09	10	10.0.1.3	10.0.1.2	1	11411				
1748274905.954646	548	00:11:22:33:05:03	00:11:22:33:05:02	20	10.0.1.254	10.0.2.5	6	19360	19367.0	640.0		
1748274906.530658	610	00:11:22:33:00:07	00:11:22:33:02:06	20	10.0.2.4	10.0.2.5	17	35153			12135.0	641.0
1748274907.106669	532	00:11:22:33:00:02	00:11:22:33:09:07	20	10.0.2.5	10.0.2.1	6	47025	48278.0	415.0		
1748274907.682681	1381	00:11:22:33:03:08	00:11:22:33:09:06	20	10.0.2.4	10.0.2.5	17	30306			17670.0	764.0
1748274908.258692	203	00:11:22:33:09:04	00:11:22:33:06:09	10	10.0.2.5	10.0.2.2	6	31065	26223.0	1017.0		
1748274908.834704	940	00:11:22:33:05:05	00:11:22:33:06:02	10	10.0.2.4	10.0.2.3	17	2049			32640.0	304.0
1748274909.410715	313	00:11:22:33:08:06	00:11:22:33:05:01	10	10.0.2.5	10.0.2.2	17	61067			21956.0	37.0
1748274909.986727	1243	00:11:22:33:06:08	00:11:22:33:00:03	20	10.0.2.254	10.0.1.1	1	61434				
1748274910.562738	1074	00:11:22:33:08:02	00:11:22:33:05:04	10	10.0.2.5	10.0.2.2	1	43016				
1748274911.13875	1316	00:11:22:33:03:03	00:11:22:33:04:08	20	10.0.2.1	10.0.2.4	6	52322	43666.0	816.0		
1748274911.714761	267	00:11:22:33:04:03	00:11:22:33:09:07	20	10.0.2.2	10.0.2.4	6	1154	5523.0	152.0		
1748274912.290773	113	00:11:22:33:01:00	00:11:22:33:06:00	10	10.0.1.254	10.0.1.1	6	60535	60064.0	920.0		
1748274912.866784	646	00:11:22:33:03:01	00:11:22:33:02:05	10	10.0.2.254	10.0.1.3	1	50800				
1748274913.442796	163	00:11:22:33:01:06	00:11:22:33:06:00	10	10.0.2.254	10.0.2.1	6	61267	58621.0	227.0		
1748274914.018807	1195	00:11:22:33:08:09	00:11:22:33:03:02	20	10.0.1.3	10.0.1.1	1	2557				
1748274914.594819	158	00:11:22:33:03:09	00:11:22:33:01:03	10	10.0.2.2	10.0.2.5	17	2200			47964.0	914.0
1748274915.17083	397	00:11:22:33:01:03	00:11:22:33:08:09	20	10.0.2.254	10.0.1.2	17	11969			3893.0	163.0
1748274915.746842	1016	00:11:22:33:00:05	00:11:22:33:04:04	20	10.0.2.3	10.0.2.1	17	46760			29667.0	161.0
1748274916.322854	457	00:11:22:33:01:03	00:11:22:33:05:05	20	10.0.2.5	10.0.2.254	1	25876				
1748274916.898865	875	00:11:22:33:05:05	00:11:22:33:02:02	20	10.0.2.254	10.0.2.5	6	3987	59895.0	896.0		
1748274917.474877	1475	00:11:22:33:05:05	00:11:22:33:09:03	20	10.0.2.3	10.0.2.2	1	46214				
1748274918.050888	460	00:11:22:33:07:08	00:11:22:33:08:05	20	10.0.2.3	10.0.2.1	6	4735	45088.0	688.0		
1748274918.6269	519	00:11:22:33:04:01	00:11:22:33:02:03	20	10.0.2.1	10.0.2.3	6	41914	41842.0	470.0		
1748274919.202911	1458	00:11:22:33:04:03	00:11:22:33:03:05	20	10.0.1.254	10.0.1.1	17	17429			7917.0	670.0
1748274919.778923	289	00:11:22:33:07:01	00:11:22:33:09:07	10	10.0.2.5	10.0.2.254	17	3436			9778.0	438.0
1748274920.354934	1366	00:11:22:33:06:02	00:11:22:33:05:07	10	10.0.1.2	10.0.1.3	1	30746				
1748274920.930946	285	00:11:22:33:05:01	00:11:22:33:08:08	10	10.0.2.2	10.0.2.254	17	48404			55069.0	609.0
1748274921.506957	343	00:11:22:33:04:07	00:11:22:33:06:00	20	10.0.2.4	10.0.2.254	17	39790			42943.0	481.0
1748274922.082969	512	00:11:22:33:04:02	00:11:22:33:04:05	20	10.0.2.2	10.0.2.3	6	27643	41788.0	816.0		
1748274922.65898	718	00:11:22:33:02:09	00:11:22:33:01:05	10	10.0.2.3	10.0.2.1	17	56835			38434.0	192.0
1748274923.234992	1132	00:11:22:33:06:08	00:11:22:33:09:07	10	10.0.2.1	10.0.2.2	17	40447			9232.0	172.0
1748274923.811003	536	00:11:22:33:00:01	00:11:22:33:09:00	10	10.0.2.2	10.0.2.1	1	17453				
1748274924.387015	1456	00:11:22:33:07:00	00:11:22:33:03:07	10	10.0.2.5	10.0.2.1	1	43525				
1748274924.963026	158	00:11:22:33:07:03	00:11:22:33:03:06	20	10.0.2.5	10.0.2.4	6	32635	64232.0	37.0		
1748274925.539038	339	00:11:22:33:02:03	00:11:22:33:00:06	20	10.0.2.5	10.0.2.1	1	3420				
1748274926.115049	556	00:11:22:33:05:01	00:11:22:33:06:02	10	10.0.2.254	10.0.1.1	1	301				
1748274926.691061	666	00:11:22:33:01:05	00:11:22:33:07:01	20	10.0.2.254	10.0.2.1	17	52322			1723.0	993.0
1748274927.267072	1199	00:11:22:33:04:08	00:11:22:33:05:07	20	10.0.2.2	10.0.2.5	6	190	11516.0	981.0		
1748274927.843084	987	00:11:22:33:03:09	00:11:22:33:07:02	10	10.0.2.254	10.0.1.2	1	6102				
1748274928.419095	1339	00:11:22:33:03:00	00:11:22:33:02:02	10	10.0.1.3	10.0.1.1	6	19778	58495.0	18.0		
1748274928.995107	625	00:11:22:33:05:07	00:11:22:33:08:08	20	10.0.2.2	10.0.2.1	1	569				
1748274929.571118	1406	00:11:22:33:03:06	00:11:22:33:09:00	20	10.0.2.5	10.0.2.1	17	34663			52909.0	792.0
1748274930.14713	685	00:11:22:33:02:09	00:11:22:33:03:03	10	10.0.2.4	10.0.2.1	17	7455			5038.0	854.0
1748274930.723142	214	00:11:22:33:00:09	00:11:22:33:00:07	10	10.0.2.2	10.0.2.5	17	10729			35201.0	986.0
1748274931.299153	844	00:11:22:33:07:02	00:11:22:33:03:06	20	10.0.1.2	10.0.1.254	17	27751			41888.0	393.0
1748274931.875165	305	00:11:22:33:03:08	00:11:22:33:08:09	20	10.0.2.2	10.0.2.5	17	40111			40998.0	477.0
1748274932.451176	818	00:11:22:33:06:03	00:11:22:33:05:06	10	10.0.2.254	10.0.1.1	6	49689	39778.0	818.0		
1748274933.027188	467	00:11:22:33:02:09	00:11:22:33:08:06	10	10.0.2.2	10.0.2.5	1	8716				
1748274933.603199	962	00:11:22:33:08:03	00:11:22:33:05:06	20	10.0.1.3	10.0.1.254	17	24376			46115.0	685.0
1748274934.179211	79	00:11:22:33:06:02	00:11:22:33:01:01	20	10.0.2.3	10.0.2.4	6	2368	13063.0	512.0		
1748274934.755222	713	00:11:22:33:05:02	00:11:22:33:08:08	20	10.0.2.2	10.0.2.254	6	25547	23410.0	471.0		
1748274935.331234	1226	00:11:22:33:09:07	00:11:22:33:07:00	10	10.0.2.5	10.0.2.1	6	13403	33121.0	834.0		
1748274935.907245	786	00:11:22:33:03:02	00:11:22:33:04:01	10	10.0.2.4	10.0.2.5	1	59326				
1748274936.483257	913	00:11:22:33:08:04	00:11:22:33:06:09	20	10.0.2.4	10.0.2.1	1	53298				
1748274937.059268	634	00:11:22:33:06:06	00:11:22:33:04:06	20	10.0.2.5	10.0.2.1	1	60605				
1748274937.63528	1208	00:11:22:33:03:04	00:11:22:33:07:00	10	10.0.2.2	10.0.2.4	17	22677			56633.0	570.0
1748274938.211291	1425	00:11:22:33:06:02	00:11:22:33:01:05	10	10.0.2.254	10.0.2.1	17	31024			43699.0	682.0
1748274938.787303	897	00:11:22:33:02:00	00:11:22:33:03:09	10	10.0.1.254	10.0.2.4	1	53006				
1748274939.363314	1062	00:11:22:33:06:03	00:11:22:33:09:01	20	10.0.1.254	10.0.2.2	6	2491	28260.0	993.0		
1748274939.939326	1136	00:11:22:33:01:08	00:11:22:33:04:09	10	10.0.2.254	10.0.1.3	1	54843				
1748274940.515337	1063	00:11:22:33:03:05	00:11:22:33:09:08	20	10.0.2.3	10.0.2.5	6	48747	50180.0	103.0		
1748274941.091349	1279	00:11:22:33:00:00	00:11:22:33:03:06	20	10.0.2.254	10.0.2.5	1	54021				
1748274941.66736	1051	00:11:22:33:07:00	00:11:22:33:09:07	20	10.0.2.5	10.0.2.3	1	56179				
1748274942.243372	1433	00:11:22:33:08:09	00:11:22:33:03:00	20	10.0.2.1	10.0.2.4	1	4142				
1748274942.819383	882	00:11:22:33:08:04	00:11:22:33:08:03	10	10.0.2.5	10.0.2.1	1	7079				
1748274943.395395	715	00:11:22:33:06:04	00:11:22:33:07:05	20	10.0.1.2	10.0.1.254	1	28940				
1748274943.971406	429	00:11:22:33:06:07	00:11:22:33:05:08	10	10.0.1.3	10.0.1.254	17	17019			47209.0	670.0
1748274944.547418	716	00:11:22:33:01:09	00:11:22:33:00:09	20	10.0.2.2	10.0.2.3	17	8311			18238.0	787.0
1748274945.12343	1141	00:11:22:33:08:08	00:11:22:33:05:00	10	10.0.2.3	10.0.2.254	17	47030			26969.0	741.0
1748274945.699441	176	00:11:22:33:04:08	00:11:22:33:04:00	20	10.0.1.254	10.0.1.1	17	5949			53014.0	127.0
1748274946.275453	1476	00:11:22:33:00:08	00:11:22:33:03:00	20	10.0.2.1	10.0.2.254	1	34699				
1748274946.851464	1072	00:11:22:33:05:05	00:11:22:33:01:02	10	10.0.2.5	10.0.2.2	17	50816			2105.0	634.0
1748274947.427476	572	00:11:22:33:03:08	00:11:22:33:00:03	10	10.0.2.3	10.0.2.1	6	65262	61217.0	96.0		
1748274948.003487	1201	00:11:22:33:04:05	00:11:22:33:04:07	20	10.0.1.3	10.0.1.2	17	49711			21080.0	488.0
1748274948.579499	1320	00:11:22:33:05:02	00:11:22:33:07:02	10	10.0.1.3	10.0.1.2	1	49012				
1748274949.15551	1355	00:11:22:33:01:08	00:11:22:33:02:09	20	10.0.2.2	10.0.2.4	6	13500	54246.0	704.0		
1748274949.731522	640	00:11:22:33:08:05	00:11:22:33:00:01	20	10.0.2.2	10.0.2.254	17	47893			57180.0	247.0
1748274950.307533	1159	00:11:22:33:02:00	00:11:22:33:00:09	20	10.0.2.3	10.0.2.5	6	53401	2703.0	435.0		
1748274950.883545	1056	00:11:22:33:08:01	00:11:22:33:05:04	20	10.0.2.5	10.0.2.3	1	7253				
1748274951.459556	756	00:11:22:33:04:09	00:11:22:33:06:01	10	10.0.2.1	10.0.2.4	17	27932			62413.0	220.0
1748274952.035568	1152	00:11:22:33:04:05	00:11:22:33:07:03	20	10.0.2.2	10.0.2.1	17	44078			14320.0	94.0
1748274952.611579	1017	00:11:22:33:05:00	00:11:22:33:03:05	10	10.0.2.254	10.0.1.1	17	60403			30148.0	204.0
1748274953.187591	971	00:11:22:33:09:05	00:11:22:33:06:03	20	10.0.2.1	10.0.2.5	6	43225	56793.0	432.0		
1748274953.763602	400	00:11:22:33:02:08	00:11:22:33:08:01	10	10.0.2.254	10.0.2.2	17	29222			27235.0	289.0
1748274954.339614	1337	00:11:22:33:09:06	00:11:22:33:09:02	10	10.0.1.2	10.0.1.1	6	59101	38244.0	23.0		
1748274954.915625	581	00:11:22:33:05:06	00:11:22:33:00:04	20	10.0.1.3	10.0.1.1	6	14069	33604.0	100.0		
1748274955.491637	861	00:11:22:33:04:01	00:11:22:33:09:05	20	10.0.1.3	10.0.1.2	1	60595				
1748274956.067648	821	00:11:22:33:06:01	00:11:22:33:03:07	20	10.0.1.2	10.0.1.254	1	44690				
1748274956.64366	501	00:11:22:33:01:08	00:11:22:33:09:06	10	10.0.2.4	10.0.2.5	6	9823	61184.0	1016.0		
1748274957.219671	1408	00:11:22:33:01:01	00:11:22:33:05:00	10	10.0.2.2	10.0.2.5	1	16364				
1748274957.795683	575	00:11:22:33:05:08	00:11:22:33:04:07	20	10.0.2.254	10.0.2.4	17	27663			53015.0	336.0
1748274958.371694	317	00:11:22:33:04:07	00:11:22:33:01:03	10	10.0.2.5	10.0.2.1	17	29168			50139.0	896.0
1748274958.947706	219	00:11:22:33:07:01	00:11:22:33:04:01	10	10.0.1.2	10.0.1.254	17	60890			1875.0	664.0
1748274959.523718	439	00:11:22:33:00:05	00:11:22:33:00:04	20	10.0.2.5	10.0.2.1	1	26144				
1748274960.099729	750	00:11:22:33:04:07	00:11:22:33:08:05	20	10.0.2.254	10.0.1.3	6	28074	55908.0	268.0		
1748274960.675741	1251	00:11:22:33:08:03	00:11:22:33:01:02	20	10.0.2.254	10.0.2.4	6	3913	18474.0	556.0		
1748274961.251752	344	00:11:22:33:00:04	00:11:22:33:08:08	20	10.0.2.1	10.0.2.4	6	43404	21515.0	607.0		
1748274961.827764	1385	00:11:22:33:03:00	00:11:22:33:04:06	10	10.0.2.3	10.0.2.5	17	12161			33020.0	499.0
1748274962.403775	94	00:11:22:33:01:05	00:11:22:33:05:08	10	10.0.2.1	10.0.2.254	17	27350			28496.0	90.0
1748274962.979787	835	00:11:22:33:07:06	00:11:22:33:00:02	10	10.0.2.3	10.0.2.2	1	23132				
1748274963.555798	1029	00:11:22:33:07:02	00:11:22:33:02:06	10	10.0.1.254	10.0.2.1	17	9817			12285.0	418.0
1748274964.13181	174	00:11:22:33:02:07	00:11:22:33:02:09	20	10.0.1.3	10.0.1.1	6	41576	21382.0	196.0		
1748274964.707821	885	00:11:22:33:01:08	00:11:22:33:01:06	20	10.0.1.3	10.0.1.1	17	24052			39537.0	493.0
1748274965.283833	1158	00:11:22:33:00:03	00:11:22:33:01:06	10	10.0.2.3	10.0.2.2	17	412			8567.0	420.0
1748274965.859844	788	00:11:22:33:04:01	00:11:22:33:00:02	10	10.0.2.2	10.0.2.1	1	60692				
1748274966.435856	1080	00:11:22:33:09:04	00:11:22:33:05:03	10	10.0.1.2	10.0.1.254	6	27384	59043.0	394.0		
1748274967.011867	979	00:11:22:33:02:08	00:11:22:33:07:08	10	10.0.1.254	10.0.2.2	6	47295	52962.0	689.0		
1748274967.587879	1182	00:11:22:33:08:02	00:11:22:33:00:03	10	10.0.2.5	10.0.2.4	6	20463	18979.0	978.0		
1748274968.16389	1068	00:11:22:33:08:07	00:11:22:33:01:03	20	10.0.2.5	10.0.2.1	1	65510				
1748274968.739902	722	00:11:22:33:03:05	00:11:22:33:07:09	20	10.0.2.4	10.0.2.5	17	7357			33503.0	37.0
1748274969.315913	1452	00:11:22:33:03:07	00:11:22:33:05:08	20	10.0.1.2	10.0.1.1	17	20150			6668.0	279.0
1748274969.891925	926	00:11:22:33:02:09	00:11:22:33:05:02	20	10.0.2.5	10.0.2.4	6	21352	56093.0	273.0		
1748274970.467936	121	00:11:22:33:09:03	00:11:22:33:01:02	20	10.0.2.4	10.0.2.3	17	41555			47983.0	729.0
1748274971.043948	1425	00:11:22:33:03:02	00:11:22:33:04:07	10	10.0.2.5	10.0.2.1	1	53644				
1748274971.619959	758	00:11:22:33:01:00	00:11:22:33:01:01	20	10.0.1.2	10.0.1.3	1	39954				
1748274972.195971	236	00:11:22:33:07:01	00:11:22:33:00:07	20	10.0.1.2	10.0.1.254	6	13923	17803.0	445.0		
1748274972.771982	1316	00:11:22:33:08:05	00:11:22:33:09:06	20	10.0.1.1	10.0.1.3	17	24466			37963.0	265.0
1748274973.347994	514	00:11:22:33:03:09	00:11:22:33:04:05	10	10.0.2.254	10.0.2.1	1	59163				
1748274973.924006	777	00:11:22:33:08:04	00:11:22:33:06:01	10	10.0.1.2	10.0.1.3	17	51934			33331.0	851.0
1748274974.500017	1450	00:11:22:33:04:07	00:11:22:33:01:04	20	10.0.2.254	10.0.2.1	6	8335	22388.0	69.0		
1748274975.076029	1182	00:11:22:33:07:01	00:11:22:33:09:08	10	10.0.2.254	10.0.2.2	1	37259				
1748274975.65204	1007	00:11:22:33:00:00	00:11:22:33:02:03	10	10.0.2.254	10.0.2.4	1	11130				
1748274976.228052	1227	00:11:22:33:04:08	00:11:22:33:05:03	20	10.0.2.3	10.0.2.2	6	27192	2086.0	109.0		
1748274976.804063	1125	00:11:22:33:03:09	00:11:22:33:09:02	20	10.0.2.254	10.0.1.2	1	21689				
1748274977.380075	994	00:11:22:33:01:09	00:11:22:33:02:00	10	10.0.1.2	10.0.1.3	6	22925	61662.0	634.0		
1748274977.956086	1216	00:11:22:33:08:04	00:11:22:33:05:04	20	10.0.2.254	10.0.2.5	6	23714	39126.0	733.0		
1748274978.532098	294	00:11:22:33:03:04	00:11:22:33:02:07	10	10.0.2.3	10.0.2.4	1	24394				
1748274979.108109	717	00:11:22:33:03:06	00:11:22:33:08:06	20	10.0.1.254	10.0.2.2	1	37614				
1748274979.684121	647	00:11:22:33:02:08	00:11:22:33:05:00	10	10.0.1.1	10.0.1.2	6	48136	24649.0	954.0		
1748274980.260132	551	00:11:22:33:02:07	00:11:22:33:09:08	10	10.0.2.2	10.0.2.3	6	7056	12540.0	230.0		
1748274980.836144	1257	00:11:22:33:01:05	00:11:22:33:00:00	20	10.0.2.4	10.0.2.2	1	46732				
1748274981.412155	1251	00:11:22:33:04:08	00:11:22:33:06:08	10	10.0.1.254	10.0.2.3	1	39081				
1748274981.988167	1476	00:11:22:33:05:00	00:11:22:33:09:04	10	10.0.2.4	10.0.2.1	6	27569	24346.0	634.0		
1748274982.564178	1277	00:11:22:33:00:09	00:11:22:33:04:00	20	10.0.2.254	10.0.2.4	17	17924			23580.0	165.0
